BSc University,BSc Major,BSc GPA,MSc University,MSc Major,MSc GPA,TOEFL/IELTS,GRE.Quant,GRE.Verbal,GRE.Writing,Total Papers,ISI,International,Local,Academic Experience,Work Experience,Accept?,Major,Fund?,Fund Amount,Target University,Field,Country,Year
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electrical Engineering,US,2011
"BITS Pilani , Pilani campus",EEE,9.18,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Cincinnati,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Arizona,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Chicago,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,New York University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Washington,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia State University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Maryland College Park,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,Duke University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,Columbia University,MIS,US,2011
Nirma University,Computer Engineering,7.5,-,-,-,-,170,148,4,0,0,0,0,0,0,no,Masters,-,-,Dartmouth College,MIS,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Dartmouth College,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Duke University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,no,Masters,-,-,Cornell University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,no,Masters,-,-,Johns Hopkins University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Syracuse University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Engineering Management,US,2011
University of Mumbai,Mechanical Engineering,71.33,-,-,-,-,170,147,5,0,0,0,0,0,0,yes,Masters,-,-,George Washington University at Mount Vernon College,Engineering Management,US,2011
UIUC,Mechanical Engineering,3.8,-,-,-,-,170,151,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Engineering Management,US,2012
UIUC,Mechanical Engineering,3.8,-,-,-,-,170,151,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Engineering Management,US,2012
UIUC,Mechanical Engineering,3.8,-,-,-,-,170,151,4,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Engineering Management,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Civil Engineering,US,2012
SASTRA University,Civil Engineering,9.45,-,-,-,-,170,157,4,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Civil Engineering,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,yes,Masters,-,-,University of Wisconsin Madison,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Computer Science,US,2012
NSIT,Computer Science,80,-,-,-,-,169,170,5,0,0,0,0,0,0,no,Masters,-,-,Princeton University,Computer Science,US,2012
NIT Surat,Electrical Engineering,74.7,-,-,-,-,170,157,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,yes,Masters,-,-,Arizona State University,Civil Engineering,US,2012
RV COLLEGE OF ENGINEERING,CIVIL ENGINEERING,9.8,-,-,-,-,164,156,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Civil Engineering,US,2012
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,Georgia Institute of Technology,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,University of California Los Angeles,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,yes,Masters,-,-,Columbia University,Computer Engineering,US,2013
Anna University,Information Technology,7.8,-,-,-,-,165,145,3,0,0,0,0,0,0,no,Masters,-,-,University of Maryland College Park,Computer Engineering,US,2013
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,no,Masters,-,-,University of Michigan Ann Arbor,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Mechanical Engineering,US,2012
IIITD&M,Mechanical Design & Manufacturing,9.1,-,-,-,-,168,161,4,0,0,0,0,0,0,yes,Masters,-,-,Duke University,Mechanical Engineering,US,2012
NITW,Civil Engineering,8.74,-,-,-,-,165,158,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2013
NITW,Civil Engineering,8.74,-,-,-,-,165,158,4,0,0,0,0,0,0,yes,Masters,-,-,University of Colorado Boulder,Civil Engineering,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronics and Communication,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Electronics and Communication,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,no,Masters,-,-,University of Washington,Electronics and Communication,US,2013
IIT Madras,Engineering Physics,7.3,-,-,-,-,168,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of Rhode Island,Electronics and Communication,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,Virginia Polytechnic Institute and State University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Colorado Boulder,Construction Management,US,2013
IIT BOMBAY,Civil Engineering,8.86,-,-,-,-,167,148,4,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Construction Management,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,SUNY Buffalo,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,no,Masters,-,-,California Institute of Technology,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,no,Masters,-,-,University of California San Diego,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Structural,US,2013
NIT Srinagar,Civil Engineering,9.603,-,-,-,-,164,154,4,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Structural,US,2013
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electronic and Telecommunication Engineering,US,2014
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,no,Masters,-,-,Georgia Institute of Technology,Electronic and Telecommunication Engineering,US,2014
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronic and Telecommunication Engineering,US,2014
IIT Bhubaneswar,Electrical Engineering,9.47,-,-,-,-,170,150,4,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Electronic and Telecommunication Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Santa Barbara,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,Arizona State University,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,no,Masters,-,-,University of Washington,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Irvine,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,University of Utah,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electrical Engineering,US,2014
University of Kerala,Electrical & Electronics Engineering,9.06,-,-,-,-,164,152,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electrical Engineering,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,no,Masters,-,-,Purdue University,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,yes,Masters,-,-,University of Texas Austin,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronics and Communication,US,2014
NITK-Surathkal,ECE,9.51,-,-,-,-,168,164,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,Electronics and Communication,US,2014
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Virginia Polytechnic Institute and State University,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Georgia Institute of Technology,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,Michigan State University,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,yes,Masters,-,-,University of Washington,Civil Engineering,US,2015
NITK,Civil Engineering,9.22,-,-,-,-,170,155,5,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Civil Engineering,US,2015
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Texas A and M University College Station,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of Cincinnati,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Chicago,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,SUNY Buffalo,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of Maryland College Park,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,San Jose State University,MIS,US,2014
RGPV,Electronics & Communication,82,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,MIS,US,2014
NUS,Mech Engineering,4.22,-,-,-,-,170,162,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Management Science and Engg,US,2014
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,no,Masters,-,-,Cornell University,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,Mechanical Engineering,US,2016
National Institute of Technology Karnataka,Mechanical Engineering,9.47,-,-,-,-,170,152,3,0,0,0,0,0,0,yes,Masters,-,-,University of California Santa Barbara,Mechanical Engineering,US,2016
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,California State University Los Angeles,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Instrumentation and Control,US,2015
cummins college of engineering,instrumentation and control,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Indiana University/Purdue University at Columbus,Instrumentation and Control,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,Texas A and M University College Station,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,University of Illinois Urbana-Champaign,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,Purdue University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,Virginia Polytechnic Institute and State University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,University of Texas Austin,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,Georgia Institute of Technology,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,North Carolina State University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,University of Southern California,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,no,Masters,-,-,SUNY Buffalo,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,Cornell University,Civil Engineering,US,2015
NIT Kurukshetra,Civil Engineering,8.84,-,-,-,-,159,162,4,0,0,0,0,0,0,yes,Masters,-,-,University of California Los Angeles,Civil Engineering,US,2015
"BITS Pilani, Hyd campus",Electrical Engineering,8.98,-,-,-,-,166,151,4,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Electronics and Communication,US,2015
Magadh University,Computer,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Carnegie Mellon University,Computer Science,US,2016
Magadh University,Computer,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Computer Science,US,2016
Magadh University,Computer,-1,-,-,-,-,-,-,-,0,0,0,0,0,0,yes,Masters,-,-,University of California Berkeley,Computer Science,US,2016
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,Materials Science & Engineering,US,2017
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of California San Diego,Materials Science & Engineering,US,2017
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,Stanford University,Materials Science & Engineering,US,2017
Delhi Technological University,Engineering Physics,77.4,-,-,-,-,168,158,5,0,0,0,0,0,0,yes,Masters,-,-,University of Pennsylvania,Materials Science & Engineering,US,2017
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,Harvard University,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,University of Illinois Urbana-Champaign,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,University of Michigan Ann Arbor,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of California Berkeley,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,University of California Los Angeles,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,University of Chicago,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,Princeton University,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,Stanford University,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,no,Masters,-,-,Massachusetts Institute of Technology,physics,US,2011
"BITS, Pilani",Department of Physics,8.79,-,-,-,-,170,145,5,0,0,0,0,0,0,yes,Masters,-,-,Rutgers University New Brunswick/Piscataway,physics,US,2011
